A,B,C,D,Date,E,F,G,GeoID,H,I,J,K,L,M,N,O,P,R,S,SUMLEV,T,U,date,state,county
4,0,,,Mar_7_2020,4.0,0,0.0,34,0.0,0,,0,,0,,0,,0.0,0.0,states,0.05,0.0,2020-03-07,New Jersey,
2,0,,8.0,Mar_7_2020,2.0,0,0.0,45,0.0,0,,0,,0,,0,,0.0,0.0,states,0.04,0.0,2020-03-07,South Carolina,
6,0,,191.0,Mar_7_2020,6.0,0,0.0,17,0.0,3,100.0,4,200.0,0,,0,,0.0,0.0,states,0.05,0.0,2020-03-07,Illinois,
1,0,,8.0,Mar_7_2020,0.0,0,0.0,11,0.0,0,,0,,0,,0,,0.0,0.0,states,0.15,0.0,2020-03-07,District of Columbia,
3,0,,49.0,Mar_7_2020,3.0,0,0.0,44,0.0,0,,0,,0,,0,,0.0,0.0,states,0.28,0.0,2020-03-07,Rhode Island,
12,2,,100.0,Mar_7_2020,14.0,5,71.43,12,0.0,0,,0,,0,,0,,0.0,0.0,states,0.06,0.01,2020-03-07,Florida,
89,0,,92.0,Mar_7_2020,76.0,45,102.27,36,0.0,0,,0,,0,,0,,0.0,0.0,states,0.45,0.0,2020-03-07,New York,
4,0,,,Mar_7_2020,4.0,2,100.0,42,0.0,0,,0,,0,,0,,0.0,0.0,states,0.03,0.0,2020-03-07,Pennsylvania,
1,0,,,Mar_7_2020,1.0,0,0.0,15,0.0,0,,0,,0,,0,,0.0,0.0,states,0.07,0.0,2020-03-07,Hawaii,
6,0,,77.0,Mar_7_2020,7.0,4,200.0,41,0.0,5,500.0,0,,0,,0,,0.0,0.0,states,0.15,0.0,2020-03-07,Oregon,
7,0,,,Mar_7_2020,6.0,4,133.33,13,0.0,0,,0,,0,,0,,0.0,0.0,states,0.07,0.0,2020-03-07,Georgia,
1,0,,,Mar_7_2020,1.0,0,0.0,40,0.0,0,,0,,0,,0,,0.0,0.0,states,0.03,0.0,2020-03-07,Oklahoma,
4,0,,20.0,Mar_7_2020,2.0,2,100.0,33,0.0,0,,0,,0,,0,,0.0,0.0,states,0.3,0.0,2020-03-07,New Hampshire,
3,0,,,Mar_7_2020,1.0,0,0.0,49,0.0,2,200.0,0,,0,,0,,0.0,0.0,states,0.1,0.0,2020-03-07,Utah,
1,0,,,Mar_7_2020,1.0,0,0.0,18,0.0,0,,0,,0,,0,,0.0,0.0,states,0.02,0.0,2020-03-07,Indiana,
2,0,,,Mar_7_2020,2.0,0,0.0,37,0.0,0,,0,,0,,0,,0.0,0.0,states,0.02,0.0,2020-03-07,North Carolina,
1,0,,,Mar_7_2020,0.0,0,0.0,29,0.0,0,,0,,0,,0,,0.0,0.0,states,0.02,0.0,2020-03-07,Missouri,
14,0,,17.0,Mar_7_2020,1.0,0,0.0,31,0.0,1,7.69,0,,0,,0,,0.0,0.0,states,0.74,0.0,2020-03-07,Nebraska,
1,0,,9.0,Mar_7_2020,1.0,0,0.0,21,0.0,0,,0,,0,,0,,0.0,0.0,states,0.02,0.0,2020-03-07,Kentucky,
100,1,,462.0,Mar_7_2020,69.0,19,23.46,06,0.0,72,257.14,94,1566.67,1,,1,,0.0,0.0,states,0.26,0.0,2020-03-07,California,
1,0,,48.0,Mar_7_2020,2.0,0,0.0,27,0.0,0,,0,,0,,0,,0.0,0.0,states,0.02,0.0,2020-03-07,Minnesota,
110,16,,1370.0,Mar_7_2020,912.0,24,27.91,53,33.33,100,1000.0,109,10900.0,15,1500.0,16,,0.0,0.0,states,1.51,0.22,2020-03-07,Washington,
1,0,,31.0,Mar_7_2020,1.0,0,0.0,55,0.0,0,0.0,0,0.0,0,,0,,0.0,0.0,states,0.02,0.0,2020-03-07,Wisconsin,
1,0,,31.0,Mar_7_2020,0.0,0,0.0,51,0.0,0,,0,,0,,0,,0.0,0.0,states,0.01,0.0,2020-03-07,Virginia,
2,0,,14.0,Mar_7_2020,1.0,0,0.0,32,0.0,0,,0,,0,,0,,0.0,0.0,states,0.07,0.0,2020-03-07,Nevada,
13,0,,,Mar_7_2020,,5,62.5,25,0.0,12,1200.0,12,1200.0,0,,0,,0.0,0.0,states,0.19,0.0,2020-03-07,Massachusetts,
5,0,,44.0,Mar_7_2020,5.0,2,66.67,04,0.0,4,400.0,4,400.0,0,,0,,0.0,0.0,states,0.07,0.0,2020-03-07,Arizona,
1,0,,25.0,Mar_7_2020,1.0,0,0.0,50,0.0,0,,0,,0,,0,,0.0,0.0,states,0.16,0.0,2020-03-07,Vermont,
1,0,,11.0,Mar_7_2020,0.0,0,0.0,20,0.0,0,,0,,0,,0,,0.0,0.0,states,0.03,0.0,2020-03-07,Kansas,
3,0,,41.0,Mar_7_2020,3.0,0,0.0,24,0.0,0,,0,,0,,0,,0.0,0.0,states,0.05,0.0,2020-03-07,Maryland,
8,0,,104.0,Mar_8_2020,8.0,0,0.0,08,0.0,0,,0,,0,,0,,0.0,0.0,states,0.14,0.0,2020-03-08,Colorado,
1,0,,8.0,Mar_8_2020,1.0,0,0.0,40,0.0,0,,0,,0,,0,,0.0,0.0,states,0.03,0.0,2020-03-08,Oklahoma,
3,0,,15.0,Mar_8_2020,0.0,0,0.0,19,0.0,0,,0,,0,,0,,0.0,0.0,states,0.1,0.0,2020-03-08,Iowa,
6,0,,31.0,Mar_8_2020,6.0,2,50.0,34,0.0,0,,0,,0,,0,,0.0,0.0,states,0.07,0.0,2020-03-08,New Jersey,
3,0,,,Mar_8_2020,3.0,2,200.0,47,0.0,0,,0,,0,,0,,0.0,0.0,states,0.05,0.0,2020-03-08,Tennessee,
1,0,,29.0,Mar_8_2020,1.0,0,0.0,09,0.0,0,,0,,0,,0,,0.0,0.0,states,0.03,0.0,2020-03-08,Connecticut,
2,0,,,Mar_8_2020,2.0,1,100.0,18,0.0,0,,0,,0,,0,,0.0,0.0,states,0.03,0.0,2020-03-08,Indiana,
1,0,,10.0,Mar_8_2020,1.0,0,0.0,11,0.0,0,,0,,0,,0,,0.0,0.0,states,0.15,0.0,2020-03-08,District of Columbia,
13,2,,118.0,Mar_8_2020,17.0,1,8.33,12,0.0,11,550.0,0,,2,,0,,0.0,0.0,states,0.06,0.01,2020-03-08,Florida,
6,0,,8.0,Mar_8_2020,2.0,4,200.0,45,0.0,0,,0,,0,,0,,0.0,0.0,states,0.12,0.0,2020-03-08,South Carolina,
106,0,,92.0,Mar_8_2020,105.0,17,19.1,36,0.0,105,10500.0,0,,0,,0,,0.0,0.0,states,0.54,0.0,2020-03-08,New York,
3,0,,67.0,Mar_8_2020,3.0,0,0.0,44,0.0,1,50.0,0,,0,,0,,0.0,0.0,states,0.28,0.0,2020-03-08,Rhode Island,
7,0,,191.0,Mar_8_2020,6.0,1,16.67,17,0.0,4,133.33,5,250.0,0,,0,,0.0,0.0,states,0.05,0.0,2020-03-08,Illinois,
6,0,,,Mar_8_2020,6.0,2,50.0,42,0.0,0,,0,,0,,0,,0.0,0.0,states,0.05,0.0,2020-03-08,Pennsylvania,
11,0,,,Mar_8_2020,7.0,4,57.14,13,0.0,0,,0,,0,,0,,0.0,0.0,states,0.11,0.0,2020-03-08,Georgia,
2,0,,,Mar_8_2020,1.0,1,100.0,15,0.0,0,,0,,0,,0,,0.0,0.0,states,0.14,0.0,2020-03-08,Hawaii,
13,0,,100.0,Mar_8_2020,14.0,7,116.67,41,0.0,11,550.0,0,,0,,0,,0.0,0.0,states,0.32,0.0,2020-03-08,Oregon,
4,0,,38.0,Mar_8_2020,4.0,0,0.0,33,0.0,0,,0,,0,,0,,0.0,0.0,states,0.3,0.0,2020-03-08,New Hampshire,
3,0,,,Mar_8_2020,1.0,0,0.0,49,0.0,2,200.0,0,,0,,0,,0.0,0.0,states,0.1,0.0,2020-03-08,Utah,
23,0,,,Mar_8_2020,8.0,4,21.05,48,0.0,12,109.09,0,,0,,0,,0.0,0.0,states,0.08,0.0,2020-03-08,Texas,
1,0,,,Mar_8_2020,1.0,0,0.0,29,0.0,0,,0,,0,,0,,0.0,0.0,states,0.02,0.0,2020-03-08,Missouri,
5,0,,44.0,Mar_8_2020,5.0,0,0.0,04,0.0,4,400.0,4,400.0,0,,0,,0.0,0.0,states,0.07,0.0,2020-03-08,Arizona,
28,0,,,Mar_8_2020,,15,115.38,25,0.0,27,2700.0,27,2700.0,0,,0,,0.0,0.0,states,0.41,0.0,2020-03-08,Massachusetts,
2,0,,48.0,Mar_8_2020,2.0,1,100.0,27,0.0,0,,0,,0,,0,,0.0,0.0,states,0.04,0.0,2020-03-08,Minnesota,
112,1,,462.0,Mar_8_2020,88.0,12,12.0,06,0.0,79,239.39,106,1766.67,1,,1,,0.0,0.0,states,0.29,0.0,2020-03-08,California,
5,0,,52.0,Mar_8_2020,3.0,2,66.67,24,0.0,0,,0,,0,,0,,0.0,0.0,states,0.08,0.0,2020-03-08,Maryland,
1,0,,11.0,Mar_8_2020,1.0,0,0.0,20,0.0,0,,0,,0,,0,,0.0,0.0,states,0.03,0.0,2020-03-08,Kansas,
16,0,,17.0,Mar_8_2020,1.0,2,14.29,31,0.0,3,23.08,0,,0,,0,,0.0,0.0,states,0.84,0.0,2020-03-08,Nebraska,
1,0,,31.0,Mar_8_2020,1.0,0,0.0,55,0.0,0,0.0,0,0.0,0,,0,,0.0,0.0,states,0.02,0.0,2020-03-08,Wisconsin,
2,0,,,Mar_8_2020,2.0,0,0.0,37,0.0,0,,0,,0,,0,,0.0,0.0,states,0.02,0.0,2020-03-08,North Carolina,
4,0,,13.0,Mar_8_2020,1.0,3,300.0,21,0.0,0,,0,,0,,0,,0.0,0.0,states,0.09,0.0,2020-03-08,Kentucky,
2,0,,36.0,Mar_8_2020,2.0,1,100.0,51,0.0,0,,0,,0,,0,,0.0,0.0,states,0.02,0.0,2020-03-08,Virginia,
4,0,,14.0,Mar_8_2020,1.0,2,100.0,32,0.0,0,,0,,0,,0,,0.0,0.0,states,0.14,0.0,2020-03-08,Nevada,
141,19,,1740.0,Mar_8_2020,1065.0,31,28.18,53,18.75,124,729.41,140,14000.0,16,533.33,19,,0.0,0.0,states,1.93,0.26,2020-03-08,Washington,
1,0,,30.0,Mar_8_2020,1.0,0,0.0,50,0.0,0,,0,,0,,0,,0.0,0.0,states,0.16,0.0,2020-03-08,Vermont,
2,0,,46.0,Mar_9_2020,1.0,1,100.0,09,0.0,0,,0,,0,,0,,0.0,0.0,states,0.06,0.0,2020-03-09,Connecticut,
4,0,,14.0,Mar_9_2020,1.0,3,300.0,11,0.0,0,,0,,0,,0,,0.0,0.0,states,0.58,0.0,2020-03-09,District of Columbia,
7,0,,24.0,Mar_9_2020,7.0,1,16.67,45,0.0,0,,0,,0,,0,,0.0,0.0,states,0.14,0.0,2020-03-09,South Carolina,
14,2,,140.0,Mar_9_2020,18.0,1,7.69,12,0.0,12,600.0,0,,2,,0,,0.0,0.0,states,0.07,0.01,2020-03-09,Florida,
3,0,,82.0,Mar_9_2020,4.0,0,0.0,44,0.0,1,50.0,0,,0,,0,,0.0,0.0,states,0.28,0.0,2020-03-09,Rhode Island,
10,0,,,Mar_9_2020,10.0,4,66.67,42,0.0,0,,0,,0,,0,,0.0,0.0,states,0.08,0.0,2020-03-09,Pennsylvania,
13,0,,165.0,Mar_9_2020,14.0,0,0.0,41,0.0,11,550.0,0,,0,,0,,0.0,0.0,states,0.32,0.0,2020-03-09,Oregon,
1,0,,8.0,Mar_9_2020,1.0,0,0.0,40,0.0,0,,0,,0,,0,,0.0,0.0,states,0.03,0.0,2020-03-09,Oklahoma,
3,0,,11.0,Mar_9_2020,3.0,0,0.0,39,0.0,0,,0,,0,,0,,0.0,0.0,states,0.03,0.0,2020-03-09,Ohio,
7,0,,,Mar_9_2020,2.0,5,250.0,37,0.0,0,,0,,0,,0,,0.0,0.0,states,0.07,0.0,2020-03-09,North Carolina,
2,0,,,Mar_9_2020,2.0,0,0.0,15,0.0,0,,0,,0,,0,,0.0,0.0,states,0.14,0.0,2020-03-09,Hawaii,
11,0,,191.0,Mar_9_2020,7.0,4,57.14,17,0.0,7,175.0,9,450.0,0,,0,,0.0,0.0,states,0.09,0.0,2020-03-09,Illinois,
142,0,,92.0,Mar_9_2020,142.0,36,33.96,36,0.0,141,14100.0,0,,0,,0,,0.0,0.0,states,0.72,0.0,2020-03-09,New York,
4,0,,,Mar_9_2020,2.0,2,100.0,18,0.0,0,,0,,0,,0,,0.0,0.0,states,0.06,0.0,2020-03-09,Indiana,
11,0,,35.0,Mar_9_2020,11.0,5,83.33,34,0.0,0,,0,,0,,0,,0.0,0.0,states,0.12,0.0,2020-03-09,New Jersey,
8,0,,26.0,Mar_9_2020,3.0,5,166.67,19,0.0,0,,0,,0,,0,,0.0,0.0,states,0.26,0.0,2020-03-09,Iowa,
4,0,,38.0,Mar_9_2020,4.0,0,0.0,33,0.0,3,300.0,0,,0,,0,,0.0,0.0,states,0.3,0.0,2020-03-09,New Hampshire,
1,0,,11.0,Mar_9_2020,1.0,0,0.0,20,0.0,0,,0,,0,,0,,0.0,0.0,states,0.03,0.0,2020-03-09,Kansas,
4,0,,14.0,Mar_9_2020,1.0,0,0.0,32,0.0,0,,0,,0,,0,,0.0,0.0,states,0.14,0.0,2020-03-09,Nevada,
16,0,,36.0,Mar_9_2020,3.0,0,0.0,31,0.0,3,23.08,0,,0,,0,,0.0,0.0,states,0.84,0.0,2020-03-09,Nebraska,
5,0,,17.0,Mar_9_2020,4.0,1,25.0,21,0.0,0,,0,,0,,0,,0.0,0.0,states,0.11,0.0,2020-03-09,Kentucky,
1,0,,,Mar_9_2020,1.0,0,0.0,29,0.0,0,,0,,0,,0,,0.0,0.0,states,0.02,0.0,2020-03-09,Missouri,
2,0,,80.0,Mar_9_2020,5.0,0,0.0,27,0.0,0,,0,,0,,0,,0.0,0.0,states,0.04,0.0,2020-03-09,Minnesota,
1,0,,5.0,Mar_9_2020,1.0,0,0.0,22,0.0,0,,0,,0,,0,,0.0,0.0,states,0.02,0.0,2020-03-09,Louisiana,
6,0,,73.0,Mar_9_2020,5.0,1,20.0,24,0.0,0,,0,,0,,0,,0.0,0.0,states,0.1,0.0,2020-03-09,Maryland,
4,0,,,Mar_9_2020,3.0,1,33.33,47,0.0,0,,0,,0,,0,,0.0,0.0,states,0.06,0.0,2020-03-09,Tennessee,
24,0,,,Mar_9_2020,12.0,1,4.35,48,0.0,13,118.18,0,,0,,0,,0.0,0.0,states,0.09,0.0,2020-03-09,Texas,
17,0,,,Mar_9_2020,12.0,6,54.55,13,0.0,15,750.0,0,,0,,0,,0.0,0.0,states,0.17,0.0,2020-03-09,Georgia,
12,0,,133.0,Mar_9_2020,9.0,4,50.0,08,0.0,0,,0,,0,,0,,0.0,0.0,states,0.22,0.0,2020-03-09,Colorado,
6,0,,44.0,Mar_9_2020,5.0,1,20.0,04,0.0,5,500.0,5,500.0,0,,0,,0.0,0.0,states,0.09,0.0,2020-03-09,Arizona,
2,0,,36.0,Mar_9_2020,1.0,1,100.0,55,0.0,1,100.0,1,100.0,0,,0,,0.0,0.0,states,0.03,0.0,2020-03-09,Wisconsin,
172,2,,690.0,Mar_9_2020,114.0,60,53.57,06,100.0,134,352.63,166,2766.67,2,,2,,0.0,0.0,states,0.44,0.01,2020-03-09,California,
179,22,,2592.0,Mar_9_2020,1237.0,38,26.95,53,15.79,156,678.26,178,17800.0,16,266.67,22,,0.0,0.0,states,2.45,0.3,2020-03-09,Washington,
5,0,,38.0,Mar_9_2020,3.0,3,150.0,51,0.0,0,,0,,0,,0,,0.0,0.0,states,0.06,0.0,2020-03-09,Virginia,
1,0,,36.0,Mar_9_2020,1.0,0,0.0,50,0.0,0,,0,,0,,0,,0.0,0.0,states,0.16,0.0,2020-03-09,Vermont,
3,0,,,Mar_9_2020,1.0,0,0.0,49,0.0,2,200.0,0,,0,,0,,0.0,0.0,states,0.1,0.0,2020-03-09,Utah,
41,0,,,Mar_9_2020,,13,46.43,25,0.0,39,1950.0,40,4000.0,0,,0,,0.0,0.0,states,0.6,0.0,2020-03-09,Massachusetts,
15060,242,484.0,246884.0,May_10_2020,14985.0,385,2.62,47,0.41,2189,17.01,10267,214.21,31,14.69,138,132.69,0.23,0.0,states,226.43,3.64,2020-05-10,Tennessee,
40588,1720,,498352.0,May_10_2020,40596.0,595,1.49,12,0.35,4518,12.53,22628,125.99,342,24.82,1302,311.48,0.2,0.01,states,197.05,8.35,2020-05-10,Florida,
9906,502,824.0,105702.0,May_10_2020,9844.0,169,1.74,29,2.03,1452,17.18,6107,160.75,124,32.8,397,378.1,0.16,0.01,states,162.66,8.24,2020-05-10,Missouri,
6486,312,394.0,80483.0,May_10_2020,6440.0,17,0.26,21,0.0,1263,24.18,4784,281.08,56,21.88,222,246.67,0.15,0.01,states,146.07,7.03,2020-05-10,Kentucky,
11959,265,413.0,62215.0,May_10_2020,11959.0,288,2.47,19,5.16,2790,30.43,10571,761.6,81,44.02,234,754.84,0.38,0.01,states,381.77,8.46,2020-05-10,Iowa,
662,7,12.0,11403.0,May_10_2020,661.0,9,1.38,56,0.0,76,12.97,342,106.88,0,0.0,7,,0.11,0.0,states,113.78,1.2,2020-05-10,Wyoming,
3228,127,164.0,72279.0,May_10_2020,3228.0,68,2.15,41,0.0,548,20.45,1857,135.45,18,16.51,79,164.58,0.08,0.0,states,79.08,3.11,2020-05-10,Oregon,
4012,91,64.0,61781.0,May_10_2020,3747.0,265,7.07,05,3.41,581,16.93,2810,233.78,15,19.74,67,279.17,0.13,0.0,states,134.15,3.04,2020-05-10,Arkansas,
621,17,,36639.0,May_10_2020,631.0,1,0.16,15,0.0,10,1.64,158,34.13,0,0.0,9,112.5,0.04,0.0,states,43.67,1.2,2020-05-10,Hawaii,
4863,200,198.0,92275.0,May_10_2020,4778.0,85,1.78,35,4.71,1013,26.31,3773,346.15,49,32.45,181,952.63,0.23,0.01,states,232.41,9.56,2020-05-10,New Mexico,
16,2,,2321.0,May_10_2020,16.0,0,0.0,69,0.0,2,14.29,5,45.45,0,0.0,0,0.0,,,states,,,2020-05-10,Northern Mariana Islands,
11119,536,713.0,99258.0,May_10_2020,11119.0,159,1.45,04,0.75,2479,28.69,8007,257.29,174,48.07,439,452.58,0.16,0.01,states,160.06,7.72,2020-05-10,Arizona,
2198,111,143.0,,May_10_2020,2198.0,25,1.15,72,2.78,392,21.71,1473,203.17,14,14.43,72,184.62,0.06,0.0,states,64.9,3.28,2020-05-10,Puerto Rico,
378,8,8.0,26985.0,May_10_2020,379.0,1,0.27,02,0.0,12,3.28,134,54.92,1,14.29,3,60.0,0.05,0.0,states,51.18,1.08,2020-05-10,Alaska,
60037,3819,2230.0,227772.0,May_10_2020,56611.0,1376,2.35,42,0.69,7958,15.28,39909,198.28,976,34.33,3384,777.93,0.47,0.03,states,469.36,29.86,2020-05-10,Pennsylvania,
11270,578,434.0,111109.0,May_10_2020,13552.0,481,4.46,27,3.58,4607,69.14,9935,744.19,159,37.95,521,914.04,0.2,0.01,states,203.89,10.46,2020-05-10,Minnesota,
3517,34,77.0,20377.0,May_10_2020,3517.0,124,3.65,46,0.0,887,33.73,2981,556.16,13,61.9,28,466.67,0.41,0.0,states,406.92,3.93,2020-05-10,South Dakota,
31673,2286,1324.0,184272.0,May_10_2020,31600.0,183,0.58,22,0.84,2290,7.79,12420,64.51,274,13.62,1531,202.78,0.68,0.05,states,679.15,49.02,2020-05-10,Louisiana,
1120,6,,3643.0,May_10_2020,151.0,0,0.0,66,0.0,2,0.18,543,94.11,0,0.0,2,50.0,,,states,,,2020-05-10,Guam,
3071,133,107.0,30442.0,May_10_2020,3011.0,60,1.99,33,1.53,553,21.96,2186,247.01,47,54.65,111,504.55,0.23,0.01,states,228.56,9.9,2020-05-10,New Hampshire,
1491,35,29.0,43378.0,May_10_2020,1491.0,27,1.84,38,0.0,300,25.19,1213,436.33,10,40.0,28,400.0,0.2,0.0,states,198.22,4.65,2020-05-10,North Dakota,
6272,323,447.0,23298.0,May_10_2020,6272.0,170,2.79,11,3.86,1256,25.04,4612,277.83,72,28.69,285,750.0,0.92,0.05,states,916.29,47.19,2020-05-10,District of Columbia,
1363,54,49.0,61284.0,May_10_2020,1360.0,15,1.11,54,1.89,167,13.96,826,153.82,4,8.0,49,980.0,0.07,0.0,states,74.52,2.95,2020-05-10,West Virginia,
19595,969,790.0,84374.0,May_10_2020,19703.0,328,1.7,08,0.41,3068,18.56,13085,201.0,129,15.36,716,283.0,0.35,0.02,states,354.27,17.52,2020-05-10,Colorado,
8328,97,,37335.0,May_10_2020,8234.0,95,1.15,31,2.11,2642,46.47,7650,1128.32,20,25.97,79,438.89,0.44,0.01,states,437.22,5.09,2020-05-10,Nebraska,
40037,1110,1626.0,462907.0,May_10_2020,38869.0,1188,3.06,48,2.21,7738,23.96,27746,225.74,220,24.72,861,345.78,0.14,0.0,states,143.58,3.98,2020-05-10,Texas,
458,16,4.0,21246.0,May_10_2020,458.0,0,0.0,30,0.0,4,0.88,93,25.48,0,0.0,10,166.67,0.04,0.0,states,43.97,1.54,2020-05-10,Montana,
77793,4979,3128.0,310596.0,May_10_2020,77793.0,1050,1.37,25,2.87,9706,14.26,56819,270.9,975,24.35,4380,731.22,1.14,0.07,states,1138.96,72.9,2020-05-10,Massachusetts,
32693,1644,1640.0,127344.0,May_10_2020,32587.0,1055,3.33,24,1.86,7132,27.9,25725,369.19,363,28.34,1472,855.81,0.54,0.03,states,544.57,27.38,2020-05-10,Maryland,
2232,67,25.0,29912.0,May_10_2020,2230.0,2,0.09,16,0.0,173,8.4,807,56.63,3,4.69,42,168.0,0.13,0.0,states,132.24,3.97,2020-05-10,Idaho,
17781,939,335.0,224548.0,May_10_2020,18449.0,152,0.86,53,1.51,1838,11.53,7893,79.82,99,11.79,456,94.41,0.24,0.01,states,243.76,12.87,2020-05-10,Washington,
24086,1341,962.0,180781.0,May_10_2020,24081.0,389,1.64,39,0.75,4172,20.95,18207,309.7,303,29.19,1110,480.52,0.21,0.01,states,206.89,11.52,2020-05-10,Ohio,
4589,272,177.0,91379.0,May_10_2020,4589.0,99,2.2,40,0.74,617,15.53,2795,155.8,34,14.29,184,209.09,0.12,0.01,states,117.12,6.94,2020-05-10,Oklahoma,
33554,2967,1242.0,96638.0,May_10_2020,33554.0,570,1.73,09,1.19,4267,14.57,23016,218.41,531,21.8,2519,562.28,0.94,0.08,states,936.87,82.84,2020-05-10,Connecticut,
10219,400,514.0,105163.0,May_10_2020,11694.0,280,2.82,55,0.5,2255,28.31,7151,233.08,61,17.99,269,205.34,0.18,0.01,states,176.85,6.92,2020-05-10,Wisconsin,
68051,2769,4555.0,888984.0,May_10_2020,66680.0,1227,1.84,06,1.35,12979,23.57,46685,218.5,534,23.89,2175,366.16,0.17,0.01,states,173.83,7.07,2020-05-10,California,
6447,224,285.0,24592.0,May_10_2020,6447.0,170,2.71,10,1.36,1239,23.79,5121,386.2,47,26.55,192,600.0,0.68,0.02,states,678.99,23.59,2020-05-10,Delaware,
47116,4551,1437.0,267417.0,May_10_2020,53033.0,381,0.82,26,0.55,3313,7.56,24470,108.05,502,12.4,3271,255.55,0.47,0.05,states,473.17,45.7,2020-05-10,Michigan,
1436,64,36.0,22092.0,May_10_2020,1436.0,28,1.99,23,0.0,251,21.18,850,145.05,7,12.28,47,276.47,0.11,0.0,states,107.74,4.8,2020-05-10,Maine,
77662,3426,4293.0,352243.0,May_10_2020,77741.0,1654,2.18,17,1.9,16163,26.28,59775,334.18,794,30.17,2819,464.42,0.61,0.03,states,605.72,26.72,2020-05-10,Illinois,
6120,306,444.0,52711.0,May_10_2020,6098.0,74,1.22,32,0.0,647,11.82,3514,134.84,44,16.79,220,255.81,0.21,0.01,states,209.38,10.47,2020-05-10,Nevada,
24079,839,1555.0,118974.0,May_10_2020,24081.0,885,3.82,51,1.45,5408,28.96,19570,434.02,179,27.12,718,593.39,0.29,0.01,states,286.19,9.97,2020-05-10,Virginia,
340657,26798,7262.0,847603.0,May_10_2020,335395.0,2138,0.63,36,0.8,18824,5.85,167827,97.11,2222,9.04,16636,163.71,1.74,0.14,states,1736.41,136.6,2020-05-10,New York,
138532,9255,4308.0,173915.0,May_10_2020,138532.0,1447,1.06,34,1.52,11788,9.3,83944,153.78,1384,17.58,7323,379.04,1.56,0.1,states,1559.72,104.2,2020-05-10,New Jersey,
7045,172,,45557.0,May_10_2020,6948.0,122,1.76,20,0.0,1868,36.08,5865,497.03,30,21.13,122,244.0,0.24,0.01,states,242.2,5.91,2020-05-10,Kansas,
24633,1508,1328.0,115903.0,May_10_2020,24126.0,394,1.63,18,1.21,4366,21.54,17673,253.92,262,21.03,1155,327.2,0.37,0.02,states,371.12,22.72,2020-05-10,Indiana,
9501,430,645.0,72101.0,May_10_2020,9501.0,123,1.31,28,2.14,1951,25.84,7032,284.81,127,41.91,348,424.39,0.32,0.01,states,317.89,14.39,2020-05-10,Mississippi,
7653,331,,76804.0,May_10_2020,7653.0,122,1.62,45,0.3,1027,15.5,4588,149.69,56,20.36,259,359.72,0.15,0.01,states,154.42,6.68,2020-05-10,South Carolina,
32267,1383,1144.0,210106.0,May_10_2020,33441.0,786,2.5,13,0.22,4649,16.83,20408,172.09,215,18.41,958,225.41,0.31,0.01,states,313.35,13.43,2020-05-10,Georgia,
11274,422,283.0,68106.0,May_10_2020,11613.0,285,2.59,44,0.96,1797,18.96,9259,459.5,102,31.88,373,761.22,1.07,0.04,states,1067.0,39.94,2020-05-10,Rhode Island,
926,53,21.0,18167.0,May_10_2020,926.0,5,0.54,50,0.0,29,3.23,247,36.38,1,1.92,29,120.83,0.15,0.01,states,148.17,8.48,2020-05-10,Vermont,
6251,67,144.0,140259.0,May_10_2020,6251.0,148,2.43,49,1.52,1076,20.79,4148,197.24,17,34.0,50,294.12,0.21,0.0,states,205.26,2.2,2020-05-10,Utah,
69,5,,1102.0,May_10_2020,69.0,0,0.0,78,25.0,3,4.55,18,35.29,1,25.0,4,400.0,,,states,,,2020-05-10,Virgin Islands,
14783,561,442.0,177371.0,May_10_2020,14764.0,396,2.75,37,1.26,3115,26.7,10877,278.47,125,28.67,483,619.23,0.15,0.01,states,145.56,5.52,2020-05-10,North Carolina,
9889,393,424.0,117644.0,May_10_2020,9777.0,221,2.29,01,0.77,2001,25.37,6881,228.76,103,35.52,313,391.25,0.2,0.01,states,203.28,8.08,2020-05-10,Alabama,
15423,248,581.0,257733.0,May_11_2020,15544.0,363,2.41,47,2.48,2140,16.11,10440,209.51,32,14.81,141,131.78,0.23,0.0,states,231.89,3.73,2020-05-11,Tennessee,
139945,9310,4195.0,285988.0,May_11_2020,139945.0,1413,1.02,34,0.59,11676,9.1,81794,140.66,1400,17.7,7127,326.48,1.58,0.1,states,1575.63,104.82,2020-05-11,New Jersey,
40974,1734,,520075.0,May_11_2020,40982.0,386,0.95,12,0.81,4085,11.07,21996,115.9,336,24.03,1289,289.66,0.2,0.01,states,198.92,8.42,2020-05-11,Florida,
10025,512,824.0,105702.0,May_11_2020,9918.0,119,1.2,29,1.99,1249,14.23,6001,149.13,125,32.3,396,341.38,0.16,0.01,states,164.61,8.41,2020-05-11,Missouri,
6710,325,394.0,80483.0,May_11_2020,6440.0,224,3.45,21,4.17,1340,24.95,4859,262.51,58,21.72,231,245.74,0.15,0.01,states,151.12,7.32,2020-05-11,Kentucky,
12373,271,394.0,65419.0,May_11_2020,12373.0,414,3.46,19,2.26,2670,27.52,10863,719.4,83,44.15,237,697.06,0.39,0.01,states,394.99,8.65,2020-05-11,Iowa,
669,7,12.0,11403.0,May_11_2020,662.0,7,1.06,56,0.0,73,12.25,326,95.04,0,0.0,7,,0.11,0.0,states,114.98,1.2,2020-05-11,Wyoming,
